Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
alpha foundations,1,1,3600,42,10.02,https://www.groundworks.com/2021/12/16/8568/,10,0.01,100.00,0.59,54100000,"[65,100,100,81,81,81,54,81,65,65,81,54]",2026-03-03,"Knowledge panel, Local pack, Sitelinks, Video, People also ask, Related searches, Things to know",navigational,Things to know
alpha foundations,1,1,3600,42,10.02,https://www.groundworks.com/2022/02/03/florida-foundation-authority-to-merge-with-alpha-foundations/,10,0.01,100.00,0.59,54100000,"[65,100,100,81,81,81,54,81,65,65,81,54]",2026-03-03,"Knowledge panel, Local pack, Sitelinks, Video, People also ask, Related searches, Things to know",navigational,Things to know
storm cellar door,1,1,320,32,1.12,https://www.groundworks.com/resources/northeast-new-england-bilco-bulkhead-doors/,10,0.01,11.00,1,5820000,"[36,29,36,66,66,66,44,36,44,44,36,29]",2026-01-30,"Image pack, Video, Image, People also ask, Popular products, Related searches, AI overview",informational,People also ask
snowiest states,1,1,260,,0.00,https://www.groundworks.com/resources/top-10-snowiest-cities-in-the-us-how-heavy-snowfall-can-impact-your-home/,10,0.01,0.00,0,821000,"[81,81,66,44,35,35,18,23,23,35,44,44]",2026-01-11,"Image pack, Video, Featured snippet, Image, Video Carousel, People also ask, Related searches",informational,People also ask
lolly column,2,2,720,23,0.55,https://www.groundworks.com/resources/what-is-a-lally-column/,10,0.01,5.00,0.75,624000,"[27,7,20,44,13,16,13,8,13,24,16,20]",2026-01-28,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, See results about, AI overview","commercial, informational",People also ask
foundation footers,1,1,260,21,4.70,https://www.groundworks.com/glossary/concrete-footing/,10,0.01,47.00,0.06,4140000,"[29,23,19,29,23,23,15,36,29,44,54,29]",2026-01-18,"Image pack, Video, Featured snippet, People also ask, Related searches",informational,People also ask
water coming up through basement floor,1,1,170,25,11.84,https://www.groundworks.com/resources/water-coming-up-from-basement-floor/,10,0.01,118.00,0.74,147000000,"[29,22,43,29,66,43,54,54,29,22,29,18]",2026-02-06,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,AI overview
vertical cracks in walls,3,3,480,6,4.01,https://www.groundworks.com/resources/vertical-wall-cracks/,10,0.01,40.00,0.31,19100000,"[48,48,72,59,48,48,39,26,48,48,39,59]",2026-01-11,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
self levelling caulk,1,1,320,20,0.44,https://www.groundworks.com/resources/is-self-leveling-concrete-good/,10,0.01,4.00,1,4960000,"[1,0,0,31,52,37,31,25,8,5,8,16]",2026-02-27,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Short videos",commercial,People also ask
nail pops in ceiling,1,1,720,18,2.28,https://www.groundworks.com/solutions/foundation-repair/drywall-nail-pops/,10,0.01,22.00,0.04,9210000,"[67,100,67,81,81,81,100,100,81,81,100,100]",2026-01-26,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,People also ask
syracuse snow totals,2,2,320,22,0.00,https://www.groundworks.com/resources/top-10-snowiest-cities-in-the-us-how-heavy-snowfall-can-impact-your-home/,10,0.01,0.00,0,286000,"[5,30,55,100,13,6,3,2,2,1,1,1]",2026-01-11,"Video, Image, People also ask, Related searches","commercial, informational",People also ask
outside doors to basement,1,1,320,29,1.73,https://www.groundworks.com/resources/northeast-new-england-bilco-bulkhead-doors/,10,0.01,17.00,1,29600000,"[1,1,1,1,1,1,1,1,3,45,100,81]",2026-01-07,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview","commercial, informational",People also ask
concrete slab leveling,1,1,880,24,2.88,https://www.groundworks.com/resources/how-to-level-a-concrete-floor/,10,0.01,28.00,0.96,40100000,"[0,3,7,8,7,8,7,10,13,10,7,100]",2026-01-29,"Local pack, Image pack, Sitelinks, Video, Ads top, Video Carousel, People also ask, Related searches, Ads middle",informational,People also ask
concrete footings,4,4,3600,28,3.36,https://www.groundworks.com/glossary/concrete-footing/,10,0.01,33.00,0.27,4600000,"[23,35,44,29,44,35,54,54,35,66,44,44]",2026-03-04,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, Things to know, AI overview","commercial, informational",Organic
dry heat vs humidity,1,1,320,16,0.00,https://www.groundworks.com/resources/how-humidity-affects-indoor-temperature/,10,0.01,0.00,0,124000000,"[6,8,13,5,5,55,36,100,24,24,10,6]",2026-01-07,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",commercial,People also ask
exterior basement entrance,1,1,260,3,4.13,https://www.groundworks.com/resources/northeast-new-england-bilco-bulkhead-doors/,10,0.01,41.00,0.15,22600000,"[43,43,81,66,66,66,66,54,66,54,43,54]",2026-01-05,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,People also ask
average snowfall buffalo,1,1,320,34,0.00,https://www.groundworks.com/resources/top-10-snowiest-cities-in-the-us-how-heavy-snowfall-can-impact-your-home/,10,0.01,0.00,0,1750000,"[30,30,24,6,10,24,10,16,13,24,20,20]",2026-02-16,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,People also ask
repair cracked foundation,1,1,320,32,11.85,https://www.groundworks.com/resources/foundation-cracks-when-to-take-action/,10,0.01,118.00,0.51,47600000,"[81,81,0,2,0,1,0,13,6,3,3,62]",2026-01-31,"Local pack, Sitelinks, Video, Featured snippet, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums",informational,People also ask
vertical cracks in foundation,1,1,260,1,3.71,https://www.groundworks.com/resources/foundation-cracks-when-to-take-action/,10,0.01,37.00,0.41,21600000,"[53,53,53,66,82,66,66,82,82,82,100,82]",2026-02-25,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Things to know, Discussions and forums, AI overview",informational,People also ask
pier beam,13,0,3600,20,5.38,https://www.groundworks.com/resources/pier-and-beam-vs-crawl-space-foundation/,10,0.01,53.00,0.13,0,"[7,19,10,10,13,13,43,100,100,100,100,100]",2026-03-08,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
types of bees nest,2,2,320,25,0.00,https://www.groundworks.com/resources/what-hive-is-it/,10,0.01,0.00,0.01,8810000,"[3,3,0,2,10,16,13,30,41,8,4,3]",2026-02-28,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,People also ask
cricket droppings,1,1,320,6,0.00,https://www.groundworks.com/resources/worst-pests-in-your-home/,10,0.01,0.00,0,533000,"[29,29,19,23,29,23,36,54,81,81,66,44]",2026-03-05,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,People also ask
cottage with gap in foundation,1,1,480,20,0.00,https://www.groundworks.com/resources/foundation-cracks-when-to-take-action/,10,0.01,0.00,0,41900000,"[100,0,0,0]",2026-02-10,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,People also ask
concrete pad footings,1,1,170,14,2.06,https://www.groundworks.com/glossary/concrete-footing/,10,0.01,20.00,0.83,2300000,"[18,18,15,15,54,54,44,23,23,23,18,23]",2026-02-08,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Short videos, AI overview",informational,AI overview
aquastop basement gutter,1,1,170,13,3.52,https://www.groundworks.com/solutions/basement-waterproofing/interior-drainage/,10,0.01,35.00,0.7,1820,"[34,42,53,65,65,80,80,100,80,65,53,34]",2026-02-12,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
mount valley foundation,4,4,1300,39,10.51,https://www.groundworks.com/locations/mount-valley-foundation-services/columbia-branch/,10,0.01,105.00,0.66,187000000,"[62,100,81,81,81,100,62,62,55,100,55,45]",2026-01-21,"Knowledge panel, Local pack, Sitelinks, Video, Related searches",navigational,Organic
cellar doors outside,2,2,590,31,1.73,https://www.groundworks.com/resources/northeast-new-england-bilco-bulkhead-doors/,10,0.01,17.00,1,12200000,"[24,55,10,81,6,6,24,36,4,45,100,8]",2026-01-08,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",commercial,People also ask
house on foundations,1,1,170,22,7.54,https://www.groundworks.com/resources/popular-house-foundation-types/,10,0.01,75.00,0.17,185000000,"[53,43,28,43,81,43,21,53,28,100,53,65]",2026-03-01,"Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
pier beam house,1,1,170,10,5.30,https://www.groundworks.com/resources/how-to-build-a-pier-and-beam-foundation/,10,0.01,53.00,0.09,7560000,"[15,28,28,28,28,35,35,44,28,28,23,23]",2026-02-01,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
actor bomb highway,1,1,320,,0.00,https://www.groundworks.com/resources/u-s-cities-with-incredible-underground-tunnel-systems/,10,0.01,0.00,0,3990000,"[100,8,0,0,0,0,0,0,0,0,0,0]",2026-01-12,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,People also ask
crawl space repair denver,1,1,110,6,0.00,https://www.groundworks.com/locations/groundworks-denver/groundworks-denver-branch/?utm_source=google&utm_medium=organic&utm_campaign=gmb_gw-dnv,9,0.01,0.00,0.14,939000,"[42,7,42,11,42,15,53,42,100,53,42,42]",2026-01-06,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Local pack
bouncy floors,3,3,1900,14,4.92,https://www.groundworks.com/resources/ways-to-stop-bouncy-floors/,9,0.01,44.00,0.14,2580000,"[4,4,3,4,2,2,5,5,100,100,100,3]",2026-03-02,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
tulsa foundation repair companies,1,1,40,36,18.19,https://www.groundworks.com/locations/groundworks-tulsa/groundworks-tulsa-branch/?utm_source=google&utm_medium=organic&utm_campaign=gmb_gw-tul,9,0.01,163.00,0.66,550000,"[7,7,7,7,42,42,7,7,7,7,7,7]",2026-02-27,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Local pack
where does it rain the most in the united states,5,5,480,32,0.00,https://www.groundworks.com/resources/worst-us-cities-for-rainfall/,9,0.01,0.00,0,684000000,"[30,30,30,100,76,55,24,30,36,45,5,20]",2026-01-22,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
most humid places in the us,4,4,390,37,0.00,https://www.groundworks.com/resources/most-humid-cities-in-the-us/,9,0.01,0.00,0.01,44600000,"[10,6,16,16,24,30,36,100,30,13,10,5]",2026-02-15,"Video, People also ask, Related searches, AI overview",informational,Organic
most humid places in us,1,1,260,36,0.00,https://www.groundworks.com/resources/most-humid-cities-in-the-us/,9,0.01,0.00,0,42400000,"[44,29,29,10,19,44,100,19,12,7,10,7]",2026-02-20,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,AI overview
groundwork contractor,1,1,40,23,0.00,https://www.groundworks.com/,9,0.01,0.00,0.1,2320000,"[9,27,36,81,63,63,100,9,9,9,9,9]",2026-02-22,"Local pack, Video, Image, People also ask, Related searches, See results about",commercial,Organic
weep water,5,5,1900,3,0.00,https://www.groundworks.com/glossary/weep-holes/,9,0.01,0.00,0.01,14200000,"[10,3,65,81,100,65,81,1,7,0,54,65]",2026-01-27,"Image pack, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
rainiest places in the us,5,5,480,29,0.34,https://www.groundworks.com/resources/worst-us-cities-for-rainfall/,9,0.01,3.00,0.01,1590000,"[25,20,20,20,31,25,37,31,31,31,25,20]",2026-01-11,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
intellibrace,1,1,70,1,5.18,https://www.groundworks.com/solutions/foundation-repair/wall-repair-system/,9,0.01,46.00,0.4,3530,"[7,7,7,7,42,7,42,65,42,34,42,7]",2026-01-14,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, AI overview","informational, transactional",Organic
largest dam in america,4,3,390,27,0.08,https://www.groundworks.com/resources/biggest-dam-projects-in-us/,9,0.01,0.00,0.01,83000000,"[24,20,13,13,76,24,20,36,16,100,36,20]",2026-03-09,"Image pack, Video, Video Carousel, Related searches, AI overview",informational,Organic
vapor barrier installation near me,9,69,720,9,16.18,https://www.groundworks.com/service-areas/crawl-space-encapsulation-austin-tx/,9,0.01,145.00,0.06,0,"[13,4,7,8,8,8,24,30,30,100,66,66]",2026-03-08,"Local pack, Video, Related searches",transactional,Organic
insulated basement windows,1,1,140,14,1.75,https://www.groundworks.com/resources/common-mistakes-installing-basement-windows/,9,0.01,15.00,1,6480000,"[66,100,43,43,17,10,10,7,10,17,35,35]",2026-01-20,"Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches","commercial, informational",People also ask
foundation fixing company,1,1,70,36,20.73,https://www.groundworks.com/locations/groundworks-houston/?utm_source=google&utm_medium=organic&utm_campaign=gmb_gw-hou,9,0.01,186.00,0.69,405000000,"[14,19,33,23,14,100,14,80,66,14,23,14]",2026-02-08,"Local pack, Video, People also ask, Related searches",commercial,Local pack
foundation repair companies near me,16,16,6600,44,21.32,https://www.groundworks.com/solutions/foundation-repair/,9,0.01,191.00,0.43,133000000,"[5,13,10,16,16,29,36,100,54,29,29,10]",2026-03-02,"Local pack, Video, People also ask, Related searches, AI overview",transactional,Organic
groud work,1,1,40,49,9.18,https://www.groundworks.com/locations/groundworks-denver/groundworks-denver-branch/?utm_source=google&utm_medium=organic&utm_campaign=gmb_gw-dnv,9,0.01,82.00,0.38,1820000000,"[0,100,12,3,3,3,0,0,3,3,3,0]",2026-03-01,"Local pack, Image pack, Video, People also ask, Related searches",commercial,Local pack
foundation repair company tulsa,1,1,40,24,18.19,https://www.groundworks.com/locations/groundworks-tulsa/groundworks-tulsa-branch/?utm_source=google&utm_medium=organic&utm_campaign=gmb_gw-tul,9,0.01,163.00,0.66,543000,"[18,18,18,18,100,100,18,27,18,18,27,18]",2026-02-27,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Local pack
foundation repair mn,1,1,110,23,23.66,https://www.groundworks.com/locations/groundworks-minneapolis/groundworks-minneapolis-branch/?utm_source=google&utm_medium=organic&utm_campaign=gmb_iba-msp,9,0.01,212.00,0.75,48400000,"[5,35,28,17,17,17,23,35,35,43,53,35]",2026-02-17,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",commercial,Local pack
buffalo average snowfall,6,6,720,,0.00,https://www.groundworks.com/resources/top-10-snowiest-cities-in-the-us-how-heavy-snowfall-can-impact-your-home/,9,0.01,0.00,0,22400000,"[34,65,65,24,11,13,8,16,11,20,20,20]",2026-01-13,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
foundation leak repair rockwall,1,1,70,0,0.00,https://www.groundworks.com/service-areas/foundation-repair-rockwall-tx/,9,0.01,0.00,0,155000,"[0,0,11,7,7,11,11,11,65,65,65,100]",2026-01-08,"Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview",commercial,Organic
foundation repair fairfield,1,1,40,6,0.00,https://www.groundworks.com/locations/groundworks-fairfield/groundworks-fairfield-branch/?utm_source=google&utm_medium=organic&utm_campaign=gmb_gw-ccr,9,0.01,0.00,0.12,1200000,"[82,11,11,11,17,17,17,52,41,23,17,11]",2026-02-15,"Local pack, Video, Image, People also ask, Related searches",commercial,Local pack
