Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
stop leaking basement,81,81,30,4,8.77,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/how-to-fix-leaking-basement-walls,0,0,0.00,0.83,5400000,"[20,0,80,80,100,100,80,100,40,20,0,40]",2026-02-08,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
basement waterproofing rhode island,6,6,110,46,15.19,https://www.a1foundationcrackrepair.com/rhode-island,0,0,0.00,0.7,235000,"[5,10,8,10,10,6,8,8,16,13,13,8]",2026-01-16,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
crack in the foundation,67,67,170,19,6.62,https://www.a1foundationcrackrepair.com/,0,0,0.00,0.41,270000000,"[6,5,45,4,6,16,5,8,8,8,8,8]",2026-01-23,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Things to know, AI overview",informational,Organic
garage floor repair contractors,82,82,110,13,13.15,https://www.a1foundationcrackrepair.com/concrete-floor-cracks,0,0,0.00,0.14,19900000,"[50,28,78,78,78,78,78,64,78,100,100,64]",2026-01-31,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
cracks in foundation floor,44,44,590,6,5.21,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/everything-you-needed-and-wanted-to-know-about-basement-floor-cracks,0,0,0.00,0.07,24900000,"[1,2,1,81,1,100,81,81,62,8,10,20]",2026-02-04,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Things to know, Discussions and forums, AI overview",informational,Organic
can you use flex seal on concrete,12,12,40,16,0.00,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/does-flexseal-work-on-basement-water-problems-nashua-nh,0,0,0.00,0.39,8500000,"[6,6,6,6,6,34,6,34,6,6,6,6]",2026-03-03,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
can you use flex seal on concrete,26,26,40,16,0.00,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/does-flexseal-work-on-basement-water-problems-nashua-nh,0,0,0.00,0.39,8500000,"[6,6,6,6,6,34,6,34,6,6,6,6]",2026-03-03,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
waterproof bulkhead doors,92,92,170,2,1.40,https://www.a1foundationcrackrepair.com/bulkhead-waterproofing,0,0,0.00,0.95,699000,"[6,21,12,43,28,43,9,100,100,65,100,100]",2026-02-07,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
foundation refacing,75,75,70,19,4.61,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/do-i-need-to-repair-exterior-foundation-walls-that-are-damaged-pitted-or-spalled,0,0,0.00,0.38,4390000,"[6,8,11,18,18,11,15,15,5,11,3,5]",2026-02-28,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
lally columns,2,2,1300,23,0.55,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/installing-lally-columns-what-not-to-do,0,0,0.00,0.75,406000,"[36,100,20,52,27,20,20,36,27,44,36,52]",2026-02-25,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Things to know, AI overview",informational,Things to know
lally columns,2,2,1300,23,0.55,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/do-i-need-to-worry-about-replacing-a-rusted-lally-column,0,0,0.00,0.75,406000,"[36,100,20,52,27,20,20,36,27,44,36,52]",2026-02-25,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Things to know, AI overview",informational,Things to know
lally columns,2,2,1300,23,0.55,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/my-lally-column-is-badly-rusting-at-what-point-should-i-be-concerned,0,0,0.00,0.75,406000,"[36,100,20,52,27,20,20,36,27,44,36,52]",2026-02-25,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Things to know, AI overview",informational,Things to know
lally columns,2,2,1300,23,0.55,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/do-i-need-to-worry-about-replacing-a-rusted-lally-column,0,0,0.00,0.75,406000,"[36,100,20,52,27,20,20,36,27,44,36,52]",2026-02-25,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Things to know, AI overview",informational,Things to know
lally columns,45,45,1300,23,0.55,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/lally-columns-what-you-should-and-should-not-use-boston-ma,0,0,0.00,0.75,406000,"[36,100,20,52,27,20,20,36,27,44,36,52]",2026-02-25,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Things to know, AI overview",informational,Organic
lally columns,50,50,1300,23,0.55,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/lally-columns-what-you-should-and-should-not-use-boston-ma,0,0,0.00,0.75,406000,"[36,100,20,52,27,20,20,36,27,44,36,52]",2026-02-25,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Things to know, AI overview",informational,Organic
bulkhead on a house,70,70,90,9,0.43,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/everything-you-wanted-to-know-about-bulkheads-but-were-too-afraid-to-ask,0,0,0.00,0.02,8550000,"[0,28,15,21,34,81,21,21,81,9,21,15]",2026-02-11,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
flex seal liquid gallon,1,1,70,40,0.44,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/flex-seal-reviews-does-it-really-work-on-leaking-basement-wall-cracks-and-leaks-boston,0,0,0.00,1,497000,"[6,6,6,34,34,53,28,28,28,21,28,21]",2026-01-17,"Knowledge panel, Video, Image, People also ask, Related searches","informational, transactional",People also ask
basement waterproofing ct,13,13,110,52,10.24,https://www.a1foundationcrackrepair.com/connecticut,0,0,0.00,0.82,713000,"[10,8,8,8,6,13,5,10,8,6,8,6]",2026-02-26,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, See results about",commercial,Organic
basement leak repairs,51,51,170,7,21.45,https://www.a1foundationcrackrepair.com/,0,0,0.00,0.45,6350000,"[45,76,3,5,3,6,1,8,8,3,6,3]",2026-03-05,"Local pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums",commercial,Organic
concrete foundation solutions,77,77,40,29,7.50,https://www.a1foundationcrackrepair.com/,0,0,0.00,0.71,86400000,"[11,29,29,23,17,23,23,41,41,23,11,17]",2026-01-31,"Local pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",commercial,Organic
garage crack,80,80,70,6,4.82,https://www.a1foundationcrackrepair.com/concrete-floor-cracks,0,0,0.00,0.25,41200000,"[4,4,4,14,4,100,4,4,4,4,4,4]",2026-02-06,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
how to repair basement floor cracks,71,71,30,25,1.63,https://www.a1foundationcrackrepair.com/concrete-floor-cracks,0,0,0.00,0.16,9510000,"[11,11,7,11,26,19,0,11,19,3,7,26]",2026-02-06,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
fix basement,88,88,210,25,13.87,https://www.a1foundationcrackrepair.com/connecticut,0,0,0.00,0.74,86600000,"[0,7,12,15,10,12,12,100,100,15,4,5]",2026-01-30,"Local pack, Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",commercial,Organic
lift pit construction,32,32,40,0,0.00,https://www.a1foundationcrackrepair.com/wet-elevator-pits-vaults,0,0,0.00,0,22200000,"[36,36,63,100,27,63,18,18,18,18,18,0]",2026-02-04,"Image pack, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview","informational, transactional",Organic
crack repair services near me,48,48,170,27,0.00,https://www.a1foundationcrackrepair.com/,0,0,0.00,0,73100000,"[0,35,43,53,43,43,66,100,100,43,7,10]",2026-02-02,"Local pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
foundation waterproofing service,69,69,480,37,15.97,https://www.a1foundationcrackrepair.com/new-hampshire,0,0,0.00,0.05,9220000,"[6,5,4,6,16,16,20,20,24,30,100,81]",2026-01-06,"Local pack, Video, People also ask, Related searches",commercial,Organic
foundation waterproofing service,71,71,480,37,15.97,https://www.a1foundationcrackrepair.com/new-hampshire,0,0,0.00,0.05,9220000,"[6,5,4,6,16,16,20,20,24,30,100,81]",2026-01-06,"Local pack, Video, People also ask, Related searches",commercial,Organic
beam pockets,10,10,70,0,0.00,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/what-are-the-beam-pockets-and-i-should-be-worried-about-them,0,0,0.00,0.06,16600000,"[100,35,35,0,50,28,21,64,35,64,50,28]",2026-02-06,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Short videos, AI overview",informational,Organic
basement leaks repair,54,54,140,9,21.45,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/how-to-fix-leaking-basement-walls,0,0,0.00,0.45,10900000,"[14,39,7,4,11,17,9,14,11,14,5,5]",2026-01-26,"Local pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums",commercial,Organic
permanent support,80,80,70,1,0.00,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/lally-column-installation-temporary-versus-permanent-lally-columns-ma-ri-nh-ct,0,0,0.00,0.33,0,"[14,21,28,28,35,35,35,100,100,100,50,35]",2026-03-06,"Image pack, Video, Video Carousel, Related searches, AI overview",informational,Organic
temporary support columns,26,26,30,17,1.31,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/lally-column-installation-temporary-versus-permanent-lally-columns-ma-ri-nh-ct,0,0,0.00,0.94,23800000,"[100,18,18,18,18,18,18,18,18,18,18,63]",2026-01-05,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches","commercial, informational",Organic
temporary support columns,79,79,30,17,1.31,https://www.a1foundationcrackrepair.com/lally-column-replacement,0,0,0.00,0.94,23800000,"[100,18,18,18,18,18,18,18,18,18,18,63]",2026-01-05,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches","commercial, informational",Organic
a 1 basement,13,13,90,10,11.06,https://www.a1foundationcrackrepair.com/,0,0,0.00,0.39,299000000,"[42,7,7,7,7,100,7,100,53,7,42,7]",2026-02-16,"Local pack, Video, People also ask, Related searches",commercial,Organic
a 1 basement,28,28,90,10,11.06,https://www.a1foundationcrackrepair.com/rhode-island,0,0,0.00,0.39,299000000,"[42,7,7,7,7,100,7,100,53,7,42,7]",2026-02-16,"Local pack, Video, People also ask, Related searches",commercial,Organic
a 1 basement,34,34,90,10,11.06,https://www.a1foundationcrackrepair.com/new-hampshire,0,0,0.00,0.39,299000000,"[42,7,7,7,7,100,7,100,53,7,42,7]",2026-02-16,"Local pack, Video, People also ask, Related searches",commercial,Organic
foundation crack repair center moriches,57,57,50,2,0.00,https://www.a1foundationcrackrepair.com/residential-services,0,0,0.00,0,37500,"[42,100,100]",2026-02-08,"Local pack, People also ask, Related searches",commercial,Organic
foundation leak repair universal city,82,82,50,0,0.00,https://www.a1foundationcrackrepair.com/residential-services,0,0,0.00,0,11600000,"[17,17,5,11,5,5,5,82,64,23,100,64]",2026-02-08,"Local pack, Video, People also ask, Related searches",commercial,Organic
basement repair specialists,81,81,320,,10.69,https://www.a1foundationcrackrepair.com/,0,0,0.00,0.51,6180000,"[44,35,28,35,54,44,66,54,66,100,81,54]",2026-01-12,"Local pack, Sitelinks, Video, Image, People also ask, Related searches","commercial, navigational",Organic
foundation crack structural repair in orlando,98,98,40,4,0.00,https://www.a1foundationcrackrepair.com/residential-services,0,0,0.00,0,0,"[0,57,57,57,71,100,57,42,42]",2026-03-04,"Local pack, Sitelinks, Video, Related searches, AI overview",commercial,Organic
replace lally column,9,9,40,8,7.61,https://www.a1foundationcrackrepair.com/lp-lally-column-replacement,0,0,0.00,0.62,41000,"[14,14,21,50,35,14,21,35,21,28,35,28]",2026-02-17,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
replace lally column,17,17,40,8,7.61,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/installing-lally-columns-what-not-to-do,0,0,0.00,0.62,41000,"[14,14,21,50,35,14,21,35,21,28,35,28]",2026-02-17,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
replace lally column,87,87,40,8,7.61,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/what-are-the-hazards-of-incorrectly-installing-a-lally-column,0,0,0.00,0.62,41000,"[14,14,21,50,35,14,21,35,21,28,35,28]",2026-02-17,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
fix basement seepage,69,69,30,12,17.52,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/how-to-fix-leaking-basement-walls,0,0,0.00,0.82,348000,"[33,33,9,9,9,9,9,9,9,9,9,9]",2026-01-06,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
basement and foundation repair,64,64,1300,56,18.41,https://www.a1foundationcrackrepair.com/massachusetts,0,0,0.00,0.47,25600000,"[30,30,36,66,41,100,41,79,79,66,54,54]",2026-01-26,"Local pack, Video, Image, Video Carousel, People also ask, Related searches",commercial,Organic
basement and foundation repair,70,70,1300,56,18.41,https://www.a1foundationcrackrepair.com/massachusetts,0,0,0.00,0.47,25600000,"[30,30,36,66,41,100,41,79,79,66,54,54]",2026-01-26,"Local pack, Video, Image, Video Carousel, People also ask, Related searches",commercial,Organic
foundation crack repair west babylon,74,74,70,2,0.00,https://www.a1foundationcrackrepair.com/,0,0,0.00,0,290000,"[0,100,26,26,15,26,19]",2026-01-20,"Local pack, Video, People also ask",commercial,Organic
basement crack fix,89,89,480,3,0.00,https://www.a1foundationcrackrepair.com/,0,0,0.00,0.86,6360000,"[1,1,16,20,100,30,8,13,62,55,24,13]",2026-01-26,"Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
ri foundations & masonry,18,18,40,12,0.00,https://www.a1foundationcrackrepair.com/rhode-island,0,0,0.00,0.38,823000,"[64,11,11,11,64,11,11,11,11,11,11,11]",2026-01-12,"Local pack, Video, People also ask, Related searches",commercial,Organic
flex seal patch kit,1,1,70,23,0.34,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/flex-seal-reviews-does-it-really-work-on-leaking-basement-wall-cracks-and-leaks-boston,0,0,0.00,1,2690000,"[11,11,11,11,64,64,64,64,64,64,41,29]",2026-01-20,"Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",People also ask
foundation leak repair comfort,21,21,40,0,0.00,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/should-i-repair-a-crack-in-a-foundation-if-its-not-leaking,0,0,0.00,0,6960000,"[9,36,18,18,18,27,18,100,100,81,45,9]",2026-01-25,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
floor cracks,69,69,1600,28,7.85,https://www.a1foundationcrackrepair.com/concrete-floor-cracks,0,0,0.00,0.05,95200000,"[1,2,7,100,82,100,100,100,82,8,8,11]",2026-02-01,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
