Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
foundation repair in kingwood tx,1,1,30,1,40.12,https://crackx.com/foundation-repair/,0,0,0.00,0.98,142000,"[0,14,14,14,28,28,14,100,100,71,71,100]",2026-02-22,"Local pack, Video, Image, People also ask, Related searches",commercial,People also ask
concrete repair and waterproofing,36,36,210,11,2.25,https://crackx.com/elevator-pit-crack-repair-in-natick-ma-that-lasts/,0,0,0.00,0.76,20900000,"[6,65,81,100,81,81,81,100,100,65,9,9]",2026-01-20,"Local pack, Video, Video Carousel, People also ask, Related searches",transactional,Organic
concrete repair and waterproofing,39,39,210,11,2.25,https://crackx.com/elevator-pit-crack-repair-in-natick-ma-that-lasts/,0,0,0.00,0.76,20900000,"[6,65,81,100,81,81,81,100,100,65,9,9]",2026-01-20,"Local pack, Video, Video Carousel, People also ask, Related searches",transactional,Organic
can tree roots damage a foundation,42,42,110,12,0.00,https://crackx.com/trees-and-basement-foundations/,0,0,0.00,0.03,13600000,"[3,42,34,100,100,65,19,53,19,15,11,34]",2026-02-04,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
wet spots on wall,93,93,90,6,6.47,https://crackx.com/elevator-pit-crack-repair-in-natick-ma-that-lasts/,0,0,0.00,0.11,90900000,"[100,100,100,100,18,63,63,100,100,81,81,81]",2026-01-20,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
when to worry about cracks in stucco,1,1,90,0,1.84,https://crackx.com/hairline-vs-structural-how-to-tell-what-type-of-foundation-floor-crack-you-have/,0,0,0.00,0.15,4070000,"[21,35,35,50,64,50,64,64,64,78,100,78]",2026-02-13,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,People also ask
hairline crack in basement wall leaking,90,90,40,5,0.00,https://crackx.com/connecticut/,0,0,0.00,0.5,363000,"[22,33,22,22,22,55,22,77,55,55,77,77]",2026-02-21,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
compare foundation repair services in north carolina,1,1,110,13,0.00,https://crackx.com/foundation-repair/,0,0,0.00,0,11600000,"[35,78,100]",2026-01-09,"Local pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, Discussions and forums",commercial,People also ask
cracked foundation repairs,54,54,30,18,11.85,https://crackx.com/connecticut/,0,0,0.00,0.51,23900000,"[1,1,1,1,1,1,1,3,4,1,1,1]",2026-01-31,"Local pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
bowed foundation wall repair,40,40,260,4,7.05,https://crackx.com/6-proven-methods-for-repairing-bowed-basement-walls/,0,0,0.00,0.24,552000,"[35,53,28,53,43,53,82,100,100,53,100,100]",2026-01-30,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
grout crack repair,62,62,110,14,0.86,https://crackx.com/elevator-pit-crack-repair-in-natick-ma-that-lasts/,0,0,0.00,0.93,4550000,"[100,64,64,82,82,82,64,29,52,52,64,41]",2026-01-20,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
conduit sealer,70,70,30,,1.67,https://crackx.com/elevator-pit-crack-repair-in-natick-ma-that-lasts/,0,0,0.00,0.99,13400000,"[18,9,45,45,0,45,45,45,18,36,27,9]",2026-01-20,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, AI overview",commercial,Organic
basement floor cracks,2,2,320,9,4.50,https://crackx.com/hairline-vs-structural-how-to-tell-what-type-of-foundation-floor-crack-you-have/,0,0,0.00,0.07,9520000,"[29,36,81,44,23,29,29,44,44,36,54,100]",2026-02-14,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
basement floor cracks,93,93,320,9,4.50,https://crackx.com/repair-basement-floor-cracks/,0,0,0.00,0.07,9520000,"[29,36,81,44,23,29,29,44,44,36,54,100]",2026-02-14,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
what causes mold in basements,63,63,30,21,1.40,https://crackx.com/tips-to-identify-and-treat-mold-growth-in-basement/,0,0,0.00,0.42,585000,"[4,4,4,4,4,9,14,4,100,33,19,9]",2026-01-08,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
best time of year to do foundation repair,12,12,30,0,12.02,https://crackx.com/foundation-repair/,0,0,0.00,0.7,198000000,"[22,44,33,100,44,33,22,22,22,22,22,22]",2026-01-28,"Sitelinks, Video, People also ask, Discussions and forums, AI overview",commercial,Organic
waterproofing specialists near me,1,1,30,22,23.43,https://crackx.com/the-common-basement-waterproofing-mistakes-you-dont-want-to-make/,0,0,0.00,0.79,1890000,"[22,22,22,33,33,33,22,44,44,22,22,22]",2026-02-22,"Local pack, Sitelinks, Video, People also ask, Related searches",transactional,People also ask
permaseal near me,1,1,110,18,14.93,https://crackx.com/foundation-repair/,0,0,0.00,0.83,157000,"[26,42,26,42,42,34,26,34,80,65,42,34]",2026-02-28,"Knowledge panel, Sitelinks, Video, People also ask, Related searches","navigational, transactional",People also ask
building elevator,93,93,260,17,1.79,https://crackx.com/elevator-pit-crack-repair-in-natick-ma-that-lasts/,0,0,0.00,0.11,218000000,"[15,28,18,23,28,18,15,44,54,100,81,81]",2026-01-20,"Knowledge panel, Image pack, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
bulkhead bilco,2,2,110,15,1.28,https://crackx.com/understanding-the-causes-of-a-leaking-bulkhead-part-1/,0,0,0.00,1,17700,"[52,42,52,19,100,52,66,42,52,42,52,42]",2026-01-28,"Image pack, Sitelinks, Video, People also ask, Related searches","informational, transactional",People also ask
bulkhead bilco,53,53,110,15,1.28,https://crackx.com/bilco-bulkhead-door-installation-replace/,0,0,0.00,1,17700,"[52,42,52,19,100,52,66,42,52,42,52,42]",2026-01-28,"Image pack, Sitelinks, Video, People also ask, Related searches","informational, transactional",Organic
foundation repair springdale ar,1,1,30,,21.30,https://crackx.com/foundation-repair/,0,0,0.00,0.44,185000,"[11,11,11,11,11,11,11,11,29,64,17,11]",2026-01-14,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,People also ask
vibration water,85,85,90,21,0.43,https://crackx.com/elevator-pit-crack-repair-in-natick-ma-that-lasts/,0,0,0.00,0.01,168000000,"[29,29,41,82,52,41,41,100,100,52,52,41]",2026-01-20,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
basement waterproofing companies in my area,87,87,50,,13.85,https://crackx.com/elevator-pit-crack-repair-in-natick-ma-that-lasts/,0,0,0.00,0.56,24200000,"[9,9,9,33,52,33,23,33,23,9,9,9]",2026-01-20,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
how to repair cracks in concrete floor,36,36,210,16,0.88,https://crackx.com/5-easy-solutions-for-fixing-concrete-floor-cracks/,0,0,0.00,0.92,47000000,"[53,53,53,53,66,43,43,43,43,100,35,35]",2026-01-20,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
how to repair cracks in concrete floor,37,37,210,16,0.88,https://crackx.com/5-easy-solutions-for-fixing-concrete-floor-cracks/,0,0,0.00,0.92,47000000,"[53,53,53,53,66,43,43,43,43,100,35,35]",2026-01-20,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
how to repair cracks in concrete floor,67,67,210,16,0.88,https://crackx.com/elevator-pit-crack-repair-in-natick-ma-that-lasts/,0,0,0.00,0.92,47000000,"[53,53,53,53,66,43,43,43,43,100,35,35]",2026-01-20,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
aledo foundation crack repair,41,41,50,3,0.00,https://crackx.com/maine/,0,0,0.00,0,51000,"[0,0,11,11,11,11,11,11,82,100,82,82]",2026-01-09,"Local pack, Video, Featured snippet, Image, People also ask",informational,Organic
foundation repair centereach,5,5,50,12,0.00,https://crackx.com/foundation-repair/,0,0,0.00,0,79800,"[4,0,0,14,100,33,33,14,19,19]",2026-02-12,"Local pack, Video, Image, People also ask",commercial,People also ask
coppell foundation repair,5,5,320,4,0.00,https://crackx.com/foundation-repair/,0,0,0.00,1,206000,"[0,0,0,0,0,100,0,1,1,1,1,2]",2026-02-21,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,People also ask
reputable foundation repair contractors near asheville nc,4,4,110,,0.00,https://crackx.com/foundation-repair/,0,0,0.00,0,428000,"[35,78,100]",2026-01-09,"Local pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, Discussions and forums",commercial,People also ask
structural cracks,1,1,170,1,5.65,https://crackx.com/identifying-structural-cracks/,0,0,0.00,0.17,145,"[80,53,53,53,42,65,100,80,65,53,53,65]",2026-03-07,"Image pack, Video, Image, Video Carousel, Related searches, AI overview",informational,AI overview
structural cracks,17,17,170,1,5.65,https://crackx.com/identifying-structural-cracks/,0,0,0.00,0.17,145,"[80,53,53,53,42,65,100,80,65,53,53,65]",2026-03-07,"Image pack, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
structural cracks,21,21,170,1,5.65,https://crackx.com/identifying-structural-cracks/,0,0,0.00,0.17,145,"[80,53,53,53,42,65,100,80,65,53,53,65]",2026-03-07,"Image pack, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
structural cracks,53,53,170,1,5.65,https://crackx.com/hairline-vs-structural-how-to-tell-what-type-of-foundation-floor-crack-you-have/,0,0,0.00,0.17,145,"[80,53,53,53,42,65,100,80,65,53,53,65]",2026-03-07,"Image pack, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
cracks in screed,1,1,90,7,0.00,https://crackx.com/identifying-structural-cracks/,0,0,0.00,0,1250000,"[7,21,78,78,78,78,78,64,50,78,100,78]",2026-02-15,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
foundation repair in carrollton,1,1,90,13,41.61,https://crackx.com/foundation-repair/,0,0,0.00,0.99,520000,"[41,52,41,41,100,82,82,41,11,64,29,29]",2026-02-26,"Local pack, Video, Image, People also ask",commercial,People also ask
foundation crack repair massapequa,85,85,90,3,0.00,https://crackx.com/connecticut/,0,0,0.00,0,44400,"[3,100,26,26,19,26,34]",2026-02-05,"Local pack, Video, People also ask, Related searches",commercial,Organic
water seepage from floor,39,39,30,21,18.14,https://crackx.com/water-seepage-through-basement/,0,0,0.00,0.63,5880000,"[15,42,3,7,3,3,3,7,15,3,26,15]",2026-01-20,"Image pack, Sitelinks, Video, Featured snippet, Image, Video Carousel, People also ask, Related searches",informational,Organic
quartz flooring epoxy,89,89,30,9,1.98,https://crackx.com/epoxy-decorative-quartz-floor/,0,0,0.00,0.98,3970000,"[40,40,40,40,60,60,60,40,60,80,60,60]",2026-01-09,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
albuquerque foundation repair,2,2,30,3,3.64,https://crackx.com/foundation-repair/,0,0,0.00,0.49,3440000,"[0,14,7,7,7,28,7,35,100,7,21,0]",2026-02-22,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,People also ask
that's the pits,38,38,50,25,0.00,https://crackx.com/elevator-pit-crack-repair-in-natick-ma-that-lasts/,0,0,0.00,0,86300000,"[9,9,9,4,9,100,33,19,23,23,23,4]",2026-01-20,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
foundation repair waterproofing,1,1,320,26,19.39,https://crackx.com/a-comprehensive-guide-to-different-foundation-repair-methods/,0,0,0.00,0.62,9700000,"[23,15,23,28,28,35,35,66,100,100,81,81]",2026-03-04,"Local pack, Video, Video Carousel, People also ask, Related searches",commercial,People also ask
foundation repair waterproofing,1,1,320,26,19.39,https://crackx.com/foundation-repair/,0,0,0.00,0.62,9700000,"[23,15,23,28,28,35,35,66,100,100,81,81]",2026-03-04,"Local pack, Video, Video Carousel, People also ask, Related searches",commercial,People also ask
floor crack repair,40,40,720,27,5.91,https://crackx.com/a-guide-to-repairing-concrete-floor-pits-and-cracks/,0,0,0.00,0.99,61300000,"[7,16,11,8,25,100,68,84,84,16,11,16]",2026-01-30,"Local pack, Image pack, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
patching small holes in concrete floor,2,2,40,16,1.36,https://crackx.com/a-guide-to-repairing-concrete-floor-pits-and-cracks/,0,0,0.00,0.93,19900000,"[29,29,29,17,29,41,41,29,41,11,11,11]",2026-02-01,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,People also ask
too much water in concrete,86,86,110,1,0.00,https://crackx.com/elevator-pit-crack-repair-in-natick-ma-that-lasts/,0,0,0.00,0,208000000,"[26,34,34,53,65,42,53,53,53,53,34,34]",2026-01-19,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
clamshell bulkhead door,27,27,40,26,3.16,https://crackx.com/bulkhead-door-installation-of-maine/,0,0,0.00,0.35,49400,"[22,22,22,22,22,22,22,77,22,77,77,77]",2026-01-09,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",navigational,Organic
foundation repair tulsa ok,1,1,90,17,13.68,https://crackx.com/foundation-repair/,0,0,0.00,0.77,760000,"[8,15,15,23,18,15,8,23,15,18,8,11]",2026-02-16,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,People also ask
cracks in drywall,2,2,390,25,1.69,https://crackx.com/identifying-structural-cracks/,0,0,0.00,0.38,9370000,"[54,54,44,44,19,23,29,44,29,44,44,54]",2026-02-27,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, Things to know, AI overview",informational,People also ask
cracks in drywall,2,2,390,25,1.69,https://crackx.com/identifying-structural-cracks/,0,0,0.00,0.38,9370000,"[54,54,44,44,19,23,29,44,29,44,44,54]",2026-02-27,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, Things to know, AI overview",informational,People also ask
cracks in drywall,2,2,390,25,1.69,https://crackx.com/hairline-vs-structural-how-to-tell-what-type-of-foundation-floor-crack-you-have/,0,0,0.00,0.38,9370000,"[54,54,44,44,19,23,29,44,29,44,44,54]",2026-02-27,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, Things to know, AI overview",informational,People also ask
cracks in drywall,2,2,390,25,1.69,https://crackx.com/hairline-vs-structural-how-to-tell-what-type-of-foundation-floor-crack-you-have/,0,0,0.00,0.38,9370000,"[54,54,44,44,19,23,29,44,29,44,44,54]",2026-02-27,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, Things to know, AI overview",informational,People also ask
foundation repair technique,23,23,30,0,5.97,https://crackx.com/a-comprehensive-guide-to-different-foundation-repair-methods/,0,0,0.00,0.07,152000000,"[0,57,71,100,14,0,14,57,57,57,57,42]",2026-02-22,"Video, Video Carousel, Related searches, AI overview",informational,Organic
bulkhead door installation near me,11,11,170,29,4.37,https://crackx.com/bulkhead-door-installation-natick/,0,0,0.00,0.6,9130000,"[22,14,18,22,18,22,22,66,66,54,54,54]",2026-03-05,"Local pack, Video, Related searches",transactional,Organic
bulkhead door installation near me,84,84,170,29,4.37,https://crackx.com/merrimack-valley-massachusetts/bulkhead-door-replacement-north-andover/,0,0,0.00,0.6,9130000,"[22,14,18,22,18,22,22,66,66,54,54,54]",2026-03-05,"Local pack, Video, Related searches",transactional,Organic
hairline cracks in stucco,1,1,260,,2.78,https://crackx.com/hairline-vs-structural-how-to-tell-what-type-of-foundation-floor-crack-you-have/,0,0,0.00,0.05,307000,"[66,66,66,66,66,66,100,82,66,82,66,100]",2026-01-10,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,People also ask
hatchway replacement,1,1,30,15,4.73,https://crackx.com/understanding-the-causes-of-a-leaking-bulkhead-part-1/,0,0,0.00,0.55,66400,"[18,18,18,18,18,18,18,18,100,18,63,18]",2026-01-05,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,People also ask
hatchway replacement,1,1,30,15,4.73,https://crackx.com/a-step-by-step-guide-to-bulkhead-waterproofing/,0,0,0.00,0.55,66400,"[18,18,18,18,18,18,18,18,100,18,63,18]",2026-01-05,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,People also ask
